trait	latitude	longitude
AF182248|las801101|Mouse|Sierra_Leone|1978	8.660429	-11.059281
AF182249|las801103|Mouse|Sierra_Leone|1978	8.660429	-11.059281
AF182247|las803211|Human|Sierra_Leone|1972	8.184479	-11.134313
AF182250|las803206|Human|Sierra_Leone|1976	8.184479	-11.134313
AF182251|las801102|Mouse|Sierra_Leone|1978	8.660429	-11.059281
AF182252|las9607300|Human|Sierra_Leone|1996	8.660429	-11.059281
KM821832|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19	8.05	-11.11
KM821812|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11	8.05	-11.11
KM821790|G806_SLE_2010|Human|Sierra_Leone|2010-02-26	8.184479	-11.134313
AF182255|las9607302|Human|Sierra_Leone|1996	8.660429	-11.059281
KM821867|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23	7.862212	-11.196247
KM821884|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14	7.862212	-11.196247
KM821839|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23	7.862212	-11.196247
KM821816|G1932_SLE_2011|Human|Sierra_Leone|2011-08-24	8.064348	-11.619382
KM821808|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15	7.862212	-11.196247
KM821857|G2511_SLE_2012|Human|Sierra_Leone|2012-05-18	8.184479	-11.134313
KM821865|G2587_SLE_2012|Human|Sierra_Leone|2012-07-04	8.184479	-11.134313
KM821841|G2295_SLE_2012|Human|Sierra_Leone|2012-01-31	8.184479	-11.134313
KM821781|G676_SLE_2009|Human|Sierra_Leone|2009-12-09	8.154893	-11.171735
KM821886|G3076_SLE_2013|Human|Sierra_Leone|2013-04-15	8.184479	-11.134313
KM821852|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27	7.862212	-11.196247
KM821810|G1727_SLE_2011|Human|Sierra_Leone|2011-05-31	8.184479	-11.134313
KM821796|G1190_SLE_2010|Human|Sierra_Leone|2010-09-09	7.862212	-11.196247
KM821880|G2944_SLE_2012|Human|Sierra_Leone|2012-12-05	7.862212	-11.196247
KM821910|G3283_SLE_2013|Human|Sierra_Leone|2013-08-05	7.862212	-11.196247
KM821895|G3157_SLE_2013|Human|Sierra_Leone|2013-06-11	7.862212	-11.196247
KM821892|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01	8.184479	-11.134313
