id,latitude,longitude,count
1436956753,-2.483333,29.766667,1
1436956712,-0.166667,37.316667,1
1436952823,-32.566667,27.416667,1
1436951079,-29.85,31.016667,1
1436949504,2,30.583333,1
1436941129,-7.416667,31.983333,1
1436937172,2.666667,29.833333,1
1436936933,-1.916667,30.333333,1
1436936859,-1.55,30.25,1
1413786064,-19.3778,15.48001,1
1413786054,-17.59426,23.65211,1
1413786051,-17.62381,23.51137,1
1322971453,7.9,-10.87,1
1322969709,8.12,-11.02,1
1322959569,8.22,-11.05,1
1322959012,8.22,-11.03,1
1322955003,8.23,-11.05,1
1322944310,7.62,36.77,1
1322936543,8.02,-11.03,1
1322934870,7.6,36.77,1
1322921354,7.82,-10.93,1
1322914879,7.83,-10.93,1
1322905442,7.75,36.73,1
1322893815,-17.88,30.7,1
1322880523,3.03,19.35,1
1322855079,7.65,36.8,1
1322845598,7.92,-10.88,1
1322817910,7.58,34.4,1
1322808253,4.73,35.97,1
1322803211,9.12,-11.92,1
1322763726,9.4,-11.77,1
1322762105,8.45,39.1,1
1322750558,-19.08,22.95,1
1322727187,7.58,36.8,1
1322697798,2.58,21.85,1
1322686272,8.28,36.9,1
1322652269,7.72,34.1,1
1322651419,8.2,-11.05,1
1322631552,12.48,2.42,1
1322547328,7.73,37.07,1
1322518319,7.98,-10.95,1
1322478146,7.73,36.97,1
1322395423,-19.08,23.1,1
1322364114,9.12,-11.9,1
1322363611,7.83,-10.95,1
1322363460,9.5,-12.23,1
1322237741,7.67,36.87,1
1322172605,7.82,-10.92,1
1322078219,7.82,-12.02,1
1322004257,7.6,38.67,1
1321903998,8.52,34.7,1
1321855261,9.07,-12.42,1
1321852043,7.92,-10.87,1
1321813231,8.12,-11,1
1321778101,30.7,-8.3,1
1321737872,6.45,38.18,1
1321545696,6.7,38.25,1
1321542445,9.4,-11.73,1
1321236053,9.27,40.15,1
1320795925,8.38,33.78,1
1320538559,7.83,-12,1
1320534241,8.22,34.37,1
1319523973,7.78,-12,1
1319305233,9.13,37.07,1
1319148759,9.05,38.52,1
1318995441,9.18,-11.93,1
1318590558,7.52,36.67,1
1317938287,9.85,-11.32,1
1317725355,11.9,37.62,1
1300176346,-25.65,33.8167,1
1262414502,9.016667,38.083333,1
1262399479,-8.686987,29.503617,1
1212529363,4,17.083,1
1212529350,-2.408,10.5,1
1212529343,1,25,1
1212529332,3.967,16.75,1
1212529319,-0.136,11.7,1
1212529311,3.717,17.55,1
1212529285,0.4,14.733,1
1211830867,-25.75,28.2,1
1211829342,-20.35,31,1
1211829222,-20.166667,28.716667,1
1211824333,-17.716667,31.083333,1
1211819667,11.616667,-1.3,1
1211819427,11.016667,7.733333,1
1211817089,9.016667,40.166667,1
1211816742,8.5,-13.283333,1
1211816501,8.316667,-12.216667,1
1211815891,7.383333,3.933333,1
1211814049,6.283333,8.066667,1
1211809775,4.916667,-1.75,1
1211805299,-3.966667,39.6,1
1211799776,-2.9,37.65,1
1211794837,-2.666667,37.283333,1
1211791405,-1.816667,37.15,1
1211790768,-1.666667,37.283333,1
1211789830,1.466667,35.016667,1
1211789659,-1.466667,36.983333,1
1211789448,-1.283333,36.833333,1
1211789319,1.2,35.133333,1
1211786596,-0.716667,37.166667,1
1211784712,0.266667,36.533333,1
1211784585,-0.25,34.75,1
1211784332,0.216667,34.9,1
1211778042,-1.41667,36.88333,1
1211778039,-2.5,37,1
1145799951,-15.34216,35.27854,1
1145799931,-15.93748,35.50375,1
1145799914,-15.35912,35.30298,1
1145766660,0.400083,36.872336,1
1145761267,0.335689,36.898314,1
1145725766,13.51667,2.11667,1
1145725748,14.76667,5.76667,1
1145720530,-17.396,15.893,1
1145720514,-22.5067,17.3769,1
1145720443,12.466667,2.433333,1
1145720403,5.65,-0.183333,1
1145686090,-26.1,27.766667,1
1145686075,-23.983333,30.533333,1
1145686054,-29.033333,29.416667,1
1145685734,-13.13333,28.3253,1
1145685717,-30.783333,28.583333,1
1145685705,-13.13333,28.4,1
1145685667,-24.416667,25.533333,1
1145685656,-33.966667,25.583333,1
1145685015,-23.733333,31.066667,1
1145684995,-33.8,25.466667,1
1145684984,-33.816667,25.533333,1
1145391478,10.759761,-10.389608,1
1145391450,7.616683,-9.271383,1
1145391445,8.56,-9.982517,1
1145391429,8.482017,-10.408,1
1145391420,8.513233,-10.3267,1
1145391383,7.557529,-9.082623,1
1145391376,9.924667,-12.44715,1
1145391374,7.706267,-9.265833,1
1145391347,8.488183,-10.593433,1
1145391136,10.090133,-12.844267,1
1145391134,7.596483,-8.49885,1
1145391027,9.976883,-12.338717,1
1145391002,9.12077,-10.09453,1
1145391001,9.21095,-10.070017,1
1145390994,8.542033,-9.95485,1
1145390993,9.84047,-11.03857,1
1145390975,9.725367,-10.8778,1
1145390969,9.840767,-11.037667,1
1145390967,10.080083,-12.827967,1
1145390958,8.566667,-10.029517,1
1145390953,10.0985,-12.831917,1
1145390952,9.841133,-11.037717,1
1145390950,10.075283,-12.828617,1
1145390945,9.841333,-11.0381,1
1145390940,10.09905,-12.832817,1
1145390934,10.03347,-12.85393,1
1145390931,9.840867,-11.038317,1
1145390930,9.84045,-11.03817,1
1145390915,9.841317,-11.038017,1
1145390901,9.840917,-11.0384,1
1145390895,9.84195,-11.039483,1
1145390894,10.078667,-12.829783,1
1145390888,9.840917,-11.039233,1
1145390887,10.03373,-12.852883,1
1145390875,9.874617,-12.433333,1
1145390870,9.841117,-11.037467,1
1145390869,9.874617,-12.446717,1
1145390867,9.841317,-11.038717,1
1145390861,9.878167,-12.446333,1
1145390860,9.841317,-11.03875,1
1145390846,9.875017,-12.44755,1
1145390838,10.03705,-12.85493,1
1145390829,10.0493,-12.839283,1
1145390820,9.839769,-11.038866,1
1145390817,10.09,-12.84135,1
1145390815,10.0782,-12.829083,1
1145390812,8.567133,-10.030083,1
1145390788,9.84063,-11.03823,1
1145390787,9.875017,-12.447533,1
1145390742,9.84063,-11.03917,1
1145390737,9.84157,-11.038917,1
1145390703,9.8361,-11.039483,1
1145390695,9.725817,-10.876883,1
1145390682,9.8407,-11.038767,1
1145390661,10.089517,-12.83915,1
1145390634,9.87605,-12.4422,1
1145390626,9.876383,-12.4423,1
1145390619,9.725367,-10.8775,1
1145390612,9.877717,-12.44695,1
1145390602,9.725817,-10.8778,1
1145390596,10.032683,-12.85297,1
1145390592,9.877317,-12.4464,1
1145390578,9.83875,-11.037517,1
1145390576,9.725817,-10.8775,1
1145390575,10.037067,-12.8741,1
1145390572,9.8407,-11.039367,1
1145390566,10.03365,-12.8517,1
1145390537,9.841783,-11.037183,1
1145390527,10.078717,-12.816667,1
1145390518,9.87705,-12.442483,1
1145390516,10.074367,-12.8267,1
1145390501,10.0782,-12.828983,1
1145390463,9.841567,-11.038917,1
1145389896,9.876333,-12.441917,1
1145330264,-33.29761,24.36835,1
1145329777,-23.38333,29.33333,1
1145321559,-15.55,28.28333,1
1145303037,-5.189117,19.111517,1
1145303010,-5.1759,19.1,1
1145302964,-5.05785,18.9092,1
1145302953,-4.99385,18.7745,1
1145302943,-5.151933,18.780467,1
1145302939,-5.038611,18.818056,1
1143377775,-23.99484,30.52568,1
1098629056,3.721,31.2002,1
1098629052,3.658,31.7852,1
1098629044,3.604,31.3262,1
1098629034,2.2583,31.566,1
1098629032,3.5771,31.1012,1
1098629024,-0.5084,29.8099,1
1098629021,1.9303,31.7492,1
1098629019,1.9784,31.4679,1
1098629018,1.9856,31.4778,1
1098629017,1.9483,31.7222,1
1098629016,2.2452,31.6952,1
1098629008,1.8943,31.9291,1
1098629005,0.8103,30.0353,1
1098629003,0.6524,30.2913,1
1098628999,-0.0855,29.9719,1
1098628998,0.912,30.3404,1
1098628989,3.73,31.8571,1
1098628988,1.8763,31.7042,1
1098628986,3.613,31.8661,1
1098628962,0.8594,30.0754,1
1065428206,-22.2333,17.7833,1
1065427699,-21.44,15.61,1
1065427651,-12.75,32.0833,1
1065427250,-21.72,19.57,1
1065426862,-19.71667,17.28333,1
1065426285,-18.1167,21.6333,1
1065425883,-21.23,16.57,1
1065425806,-21.56,16.19,1
1065425688,-20.42,16.84,1
1065425676,-21.26,18.96,1
1065425400,-19.01,14.25,1
1065425384,-19.72,16.51,1
1065425351,-20.61,16.22,1
1065424791,-20.99,16.82,1
1065424672,-18.6,18.93,1
1065423623,-20.91,17.71,1
1065423543,-21.93,18.56,1
1065422268,-22.57,18.15319,1
1065422262,-20.27026,17.11041,1
1065420273,0.8,30.15,1
1065419087,-19.7167,18.4333,1
1065417711,-1,29.66667,1
1065417656,-18,21.5833,1
1065417088,1.75,31.58333,1
1065416687,-20.97,15.3,1
1065416178,-18.81667,18.05,1
1065415979,-1.4,37.68333,1
1065414390,-1.63333,37.33333,1
1065414266,-22.4167,17.7833,1
1065412256,-21.8667,18.1167,1
1065412042,-22.98,18.35,1
1065411635,-20.65,18.85,1
1065408254,-21.6833,13.8333,1
1065405977,-17.5833,18.5833,1
1065405716,-1.66667,37.28333,1
1065398263,-20.65,19.85,1
1065397205,2.13333,36.85,1
1065396276,-17.7,18.6667,1
1065395449,-3.48333,39.83333,1
1065389789,0.5,30.41667,1
1065387706,-19.19,17.69,1
1065384138,-22.67,14.61,1
1065373781,-23,17.68333,1
1065369346,-18.5333,20.8333,1
1065368806,-19.8,18.45,1
1065353240,-20.9167,18.9667,1
1065347490,-1.28333,36.81667,1
1064380882,11.36,-12.68,1
1064380878,11.43,-12.36,1
1064380860,11.42,-13.35,1
1064380820,8.49,-10.44,1
1064380811,10.06,-10.58,1
1064380787,10,-10.97,1
1064380723,11.51,-9.01,1
1064380698,9.63,-8.94,1
1064380661,8.08,-8.91,1
1064380067,9.84,-11.04,1
1064379921,6.961,2.099,1
1064379866,6.976,2.124,1
1064379829,8.8,2.25,1
1064379816,9.017,2.05,1
1064379626,9.083,2.083,1
1064379342,5.86,10.2,1
1064379116,8.983,1.964,1
1044050232,12.533,-12.233,1
1044050229,12.539,-12.506,1
1044050225,14.703,-14.006,1
1044050222,12.703,-12.183,1
1044050190,12.517,-12.383,1
1044050174,14.997,-12.5,1
1044050172,13.922,-12.217,1
1044050162,12.983,-13.717,1
1044050161,12.467,-12.65,1
1044050145,13.269,-12.286,1
1044050127,13.35,-12.417,1
1044050117,13.289,-12.656,1
1044044835,-6.281,37.183,1
1044044822,-6.742,37.181,1
1043986350,6.22,10.53,1
1043985813,7.944,-9.106,1
1043985811,7.944,-9.105,1
1043985806,7.807,-9.174,1
1043985804,7.786,-9.191,1
1043984601,7.934,-9.125,1
1043984600,8.996,-8.908,1
1043984599,7.64,-9.23,1
1043984053,10.52,-8.982,1
1043984049,8.61,-9.47,1
1043984025,11.08,-12.29,1
1043981735,-8.578,38.733,1
1043981124,-8.469,38.658,1
1043981123,-8.461,38.664,1
1043981118,-8.578,38.728,1
1043979987,12.45,-10.25,1
1043979985,12.55,-8.867,1
1043979984,15.017,-7.667,1
1043979982,12.483,-10.267,1
1043979981,12.967,-8.133,1
1043979980,12.65,-8,1
1043979979,13.075,-9.619,1
1043979978,15.106,-8.892,1
1043979976,12.3,-8.133,1
1043979975,15.05,-2.783,1
1043979973,12.317,-8.133,1
1043979961,12.925,-10.117,1
1043979953,12.95,-8.167,1
1043979950,15.139,-8.364,1
1043979944,12.55,-8.05,1
1043979095,12.833,14.75,1
1043979083,13.592,16.817,1
1042797655,6.55,2.6666,1
1042797629,6.5666,2.5833,1
1042797604,6.4833,2.5333,1
1042797580,6.7,2.4666,1
1042797566,6.5,2.4,1
1042797554,6.5333,2.6166,1
1042797541,6.3666,2.0833,1
1042797531,6.6333,1.7166,1
1042797516,6.4617,2.0208,1
1042797507,6.45,1.9333,1
1042797491,6.65,2.15,1
1042797481,6.2833,1.8333,1
1042797466,6.45,2.35,1
1042797454,6.8166,1.7833,1
1042797443,6.85,2.0833,1
1042797431,6.4,1.8833,1
1042797423,10.6166,1.2666,1
1042797407,6.5833,1.9833,1
1042797387,10.2333,1.9833,1
1042797381,6.5833,1.6666,1
1042797362,10.3166,1.3666,1
1042797356,6.35,2.4333,1
1042797337,10.6833,1.05,1
1042797331,6.8333,1.8166,1
1042797314,10.3666,1.6833,1
1042797309,6.9166,1.8833,1
1042797293,10.45,1.45,1
1042797289,6.9,1.8833,1
1042797277,10.8333,2.1,1
1042797273,6.9,1.7166,1
1042797260,10.4166,0.8,1
1042797257,6.9333,1.6833,1
1042797242,10.1833,1.1,1
1042797240,9.6666,1.3833,1
1042797225,10.9333,3.7,1
1042797223,9.7,1.6666,1
1042797212,7.0833,2.1,1
1042797208,11.8666,3.3833,1
1042797206,9.8333,1.55,1
1042797197,7.2666,2.35,1
1042797193,12.0666,3.1833,1
1042797191,9.0166,1.6666,1
1042797178,11.1333,2.9333,1
1042797176,8.0333,2.4833,1
1042797165,7.0833,2.4833,1
1042797164,10.8333,2.8333,1
1042797161,7.9333,1.9666,1
1042797150,7.3333,1.9333,1
1042797149,11.3,2.4333,1
1042797146,8.4833,2.4333,1
1042797134,7.2333,2.3,1
1042797131,7.9666,2.3,1
1042797121,7.2,2.0666,1
1042797117,7.75,2.1833,1
1042797107,7.0666,1.9666,1
1042797103,8.4166,1.8833,1
1042797092,7.1833,1.9833,1
1042797090,8.8833,2.6,1
1042797078,7.3666,1.9833,1
1042797076,10.35,2.3833,1
1042797064,6.9666,2.6833,1
1042797063,9.8,2.9833,1
1042797050,7.3666,2.6,1
1042797048,9.35,2.6166,1
1042797036,6.6666,2.7166,1
1042797033,9.9333,3.2,1
1042797022,7,2.6166,1
1042797019,9.85,2.7166,1
1042797009,6.3833,2.6166,1
1042797007,10.3,3.3833,1
1042796997,6.4833,2.6166,1
1042796994,10.2166,2.6666,1
1042796986,6.5833,2.55,1
1042796981,6.7,2.3833,1
1042796972,6.9,2.45,1
1042796968,6.5,2.15,1
1039527562,0.5,37.8333,1
1039527319,0.1667,37.6,1
1039526297,-3.5,39.8333,1
1039521784,-4.0667,39.6667,1
919425793,5.91667,-0.98333,1
911686310,-0.71667,36.446812,1
