Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000
10513.6541059173,14264.677625983,29440.6926292072,68498.2107269467,10155.2520856637,12296.6419126084,24066.8840456806,48250.253372735,10015.0094449766,11275.0094449765,20467.4383028258,23173.4473888653
10326.4064145963,14306.8563415332,32545.4928445697,108637.796513382,9985.79119090714,12223.9922010339,26456.7553288551,78472.9863454297,9835.54855022002,11132.8277708335,21327.0669453132,33606.2190335273
10415.2693296064,14146.8593001261,30797.4386617631,92853.5740752318,10039.3454480522,12047.1494885592,24889.5295731731,62952.0014973316,9914.6885938027,11174.6885938026,20652.4585053614,23379.2413281047
10438.8134854837,14425.0308730014,31838.2346930438,93927.7498321943,10067.730224363,12395.2205563711,25580.8352724454,68262.2260275259,9904.31601080067,11164.3160108006,21164.3243789642,32984.5083554086
10657.3942212874,14172.8958800525,28697.2082143852,68037.5690246021,10306.0977567312,12284.8429227352,23804.1590822125,48248.697023552,10183.8551160441,11443.855116044,20736.5783464087,23501.9469555894
10490.3769773447,14198.0796462365,29698.3991232438,78414.5172927699,10141.4480451566,12305.0977567311,24374.5560518318,58176.7924779785,9990.03383159426,11160.0338315942,19998.2747391774,22912.3611691518
10626.6023740892,14534.3294295987,31527.5706961192,98175.8137573286,10294.4724317743,12508.6612485922,25875.2423433329,72946.4421895549,10133.3302961505,11303.3302961505,20096.2574952345,22919.2484707796
10266.3231534756,14075.9892424409,30086.3789207081,74205.2666428554,9922.44090248169,12192.102807365,24397.4576388093,53442.2310781579,9777.29876685796,11127.2987668579,21295.5051865554,33101.4423382306
10635.5607435288,14602.8126189318,32239.1291373462,94038.4706115775,10270.6490552834,12581.6368619745,26777.9134829323,69010.7558980544,10121.921133222,11561.921133222,21407.2515780489,24108.1895962766
10282.7697628823,13961.8054762569,29500.0458762255,81212.8621716235,9963.43881044064,12132.7819561911,24189.5854890834,61023.7160005948,9817.36774262878,10987.3677426287,19127.6544648545,21394.698905331
10714.4013639624,14609.8908294186,32005.4550391539,98293.843194578,10369.2175977783,12552.7840482321,25892.4921266948,68114.3812230091,10227.5607435288,11487.5607435288,20491.1367876357,23189.4890194257
10596.4703397332,14298.984191807,30920.7767568797,92602.8045226109,10254.6591565512,12384.9068478721,26012.1813767886,72808.9304295199,10109.416515864,11369.416515864,20551.367235014,23272.346883802
10504.6368619746,14143.2045379176,29763.3818793012,78301.1812896964,10170.2520856637,12197.9383771647,24224.4017228993,53373.9934881068,10033.3525907271,11293.352590727,20749.9092988501,23611.6870709596
9992.81853611759,13850.3374388253,31138.5349827445,110450.495505808,9680.78909886608,11973.5048276185,26253.6696167557,90824.5250917353,9512.0317395532,10682.0317395531,19806.1923446084,31501.6787027946
9787.43881044063,13720.28866559,30465.2771901554,100817.563615024,9474.19616975352,11698.9362851236,25128.4635559949,80719.7626817873,9308.12510194166,10478.1251019416,19595.7701218193,31277.15179086
10095.1251019416,13918.3130522077,29343.5686040781,73444.5639739667,9721.65706451012,11788.159589827,23483.8849122326,48206.9081349455,9588.48549163486,10848.4854916348,20297.29198312,23157.4129009799
10670.0855634223,14329.4328932549,30702.8246635632,83580.7304962072,10325.1982617946,12511.3454480521,25523.2961672021,63445.7924779802,10178.1982617946,11438.1982617945,20836.6544648543,23555.1113857898
10542.1789258108,14311.7638456966,30149.9483297551,90906.7301372688,10200.5220715613,12318.8580746368,24335.2036713653,65889.5911089134,10050.8652173118,11130.8652173118,19091.5914062692,21439.0248071388
10569.2592283387,14323.3761107928,29669.0997000947,73746.0879273074,10195.54855022,12198.5952314142,23784.5144212716,48280.3589284344,10065.3059095329,11325.3059095328,20616.1397462284,23383.6921215935
10686.0287809604,14855.2756057294,33783.1942879723,100351.513467626,10310.8328214675,12765.7150724613,27553.9815921511,74548.1864890051,10145.0043943427,11585.0043943427,21650.4626894434,24410.5175901254
10631.2125471444,14405.8269042817,29395.4357031702,73256.3751571466,10269.7688963305,12334.1759672179,23939.2595872755,52734.2857685799,10124.5262556434,11294.5262556434,19998.3478990302,22727.8128291924
10429.7201230953,14148.5771209197,29977.7797154724,87350.8024305693,10068.2815229153,12079.4875836759,24223.7528778763,57720.869462975,9938.86730935289,11288.8673093528,21419.2158646741,33215.9398129136
10749.8845532956,14306.5354903593,29220.4588642987,82350.601420444,10381.2571362976,12292.1566312342,24657.0909729931,62792.1558262652,10255.7718549234,11425.7718549233,20418.7478272426,23234.1824536016
10725.3038174918,14467.1902525678,29983.6976798415,77001.0337445024,10390.0611768047,12570.9606717413,24353.3693270552,52187.7841098169,10254.23274968,11604.2327496799,20656.2221407976,22899.9356288324
10680.8206281586,14633.3538162163,33133.4264684544,117422.182156249,10306.423658539,12463.227699046,26281.6006409848,77516.7445712943,10153.9383771647,11323.9383771647,20091.6422715454,22792.2371440226
10425.8429227352,13921.420699946,28165.9685322906,67692.9151289433,10061.7180310542,12023.6936444365,23284.2991257948,47910.7365620692,9931.4753903671,11101.475390367,20160.4269760688,22965.3935649962
10617.7567030217,14530.1284194718,30740.1392386141,88015.4979567876,10210.9038892793,12297.8673093528,24466.1296449605,57840.3934163178,10069.2470350299,11239.2470350298,20195.1662248872,22852.7489040555
10176.5536008539,14032.5800795124,30495.954605878,74285.9895142839,9868.5536008539,12188.4652890992,24888.7389514639,53795.2525061827,9707.45309579051,11057.4530957904,20779.5114626787,23520.8758877776
10621.4703397332,14651.5670196518,33488.6341136418,108959.90120253,10266.2571362976,12598.8378721013,26698.5501346463,73333.697023552,10104.043932862,11364.043932862,20618.5804384496,23182.5823818141
10310.0296475121,14242.5628355698,31290.4773337308,93151.0391540735,9943.55655944673,12246.9707730091,25547.3651429728,68017.961958814,9792.82863738538,11052.8286373853,20353.9538880034,23129.967158125
10513.4631970583,14306.8054762569,30406.4613152773,78897.2372056088,10140.0245968783,12260.5687527555,24395.685127595,53279.1406743655,10003.6398205674,11263.6398205674,20507.7570619587,23242.6362056833
9631.83368801926,13219.1444379253,29479.211172978,90334.0518549969,9331.93419308266,11406.7554775324,23128.8310883634,55690.3657121698,9191.10576595791,10361.1057659579,18912.8138444209,21183.7161492737
10450.7789975983,14328.05735166,30908.3733624605,88552.8482452172,10137.6074247231,12411.7272657702,25514.9424125698,68014.665494261,9982.95057047357,11280.2297910871,20919.6304371743,33144.8788463718
10429.6002820481,14000.486717124,29496.2792821966,77636.206542865,10101.1028073651,12084.7525189396,23684.110308977,47951.5456532113,9981.44595311557,11241.4459531155,20525.7743059014,23206.3275478182
10870.1831098929,14737.554826343,30485.5984002671,74533.6463685335,10507.1170927149,12665.4602384654,24943.6535983022,53683.223935483,10358.3891706536,11618.3891706535,20711.7814485763,23427.1042431148
10438.5678862038,14178.2339751691,30424.5706961191,88006.8898757731,10096.4429945228,12222.1637739091,25034.6443635865,63039.3345418164,9958.614567398,11218.6145673979,20496.3773362817,23268.0890912132
10760.7201230953,14497.5943648623,30257.2418357186,78619.3772491904,10381.5536008539,12459.357641361,24430.237292699,53400.8929830434,10244.6541059173,11504.6541059172,20915.1174516518,23584.5621792786
10194.7352749969,14148.0897475043,31355.5290655587,93409.3457198954,9860.69364443658,12112.0296475121,26004.5245225391,73068.9203282521,9703.69364443658,10963.6936444365,20487.7305832999,23245.5844738552
10788.5262556434,14362.7486937949,29642.4895270393,73556.2817947571,10430.6318113407,12539.4480451566,24690.7124728054,53720.8828817735,10295.1465299665,11555.1465299664,21035.5438585231,23762.1429150823
10515.1393872915,13916.6603820403,27531.3634098693,71261.1901654756,10152.0388822281,11869.5880887393,22377.3365722732,46717.1983233787,10042.9678144163,11122.9678144162,19559.3996308583,22268.2371440226
10552.7911909071,14035.2167312264,28886.0976080538,72956.357913206,10226.5901807804,12212.8866453366,24104.3134111447,53228.3660711088,10101.9333265309,11361.9333265308,20850.9782746209,23608.5520780108
10520.2520856637,14340.7486937949,30273.827622156,78739.9457916832,10164.737367038,12412.3109601667,24956.4626894434,58543.1600103477,10015.5657941627,11275.5657941626,20712.666658163,23505.9175183379
10560.9972516678,14293.5111037417,29867.5564107692,82895.0715499166,10195.5119702936,12242.9312344897,24722.7945084368,62849.2147007682,10054.9556211074,11224.9556211074,20358.5304397249,23130.3052532416
10559.8601666779,14127.5750288786,28788.9756749657,81016.4580593321,10173.0906140562,12090.0662274385,24009.4757493041,61515.2429125316,10047.2621869315,11217.2621869314,19703.4513626864,22456.1294962843
10184.0906140562,13904.6927778847,29930.3646353584,81232.6052455867,9861.0317395532,12096.9901089928,24569.7662966745,56665.3110217478,9705.13224461659,11055.1322446165,20405.2839738933,22147.957923409
9598.26723756539,13073.6318113406,27609.1228612233,75160.2478144898,9299.65201387625,11212.3555493199,22706.3508576231,55367.6600846872,9167.75251893963,10337.7525189396,18732.9538880034,21112.8136957443
10574.8866453366,14274.5060531078,29638.4264684545,82818.8116652879,10212.7617536556,12195.2642789725,24250.5833970424,57852.7538060121,10081.1048994061,11251.1048994061,20132.2087219993,22990.2707653562
10345.1911191196,13910.0704115206,29664.1745930511,86832.2023587818,10002.6814511278,12120.7453762646,25472.2381592506,72266.3597949839,9853.19616975352,11023.1961697534,19829.8016511119,22525.9112422148
10244.1108165918,13891.7546109806,29345.509729575,80377.2305705434,9888.1747417287,11855.0670939903,22963.6523728133,50196.2092911967,9743.27524679209,10823.2752467921,19029.940828143,20626.2704064187
10514.4489117084,14002.2815229152,29723.0303653866,86288.3129651161,10160.968680968,12093.2996334097,24524.4248840276,61623.0318011359,10024.4123317819,11104.4123317819,19792.7692552676,21790.4654993598
10120.9270504077,13898.8328214673,30727.9592975745,109095.385766028,9716.01536216227,11624.9148570988,24832.0430663096,79492.6315139852,9574.01536216227,10609.0153621622,18986.6258941546,25502.4642738701
10742.5443661379,14497.0603102528,31046.3473914156,83230.8259506355,10409.8580746369,12622.6082912748,25676.6494142201,62778.1680195729,10256.3727932626,11426.3727932626,20602.5358492964,22619.2026561371
10528.7323164041,14136.9791411732,29752.5992668188,78359.9924728754,10183.9871504,12215.9627637823,24323.1784181958,53154.1528676722,10066.0876554634,11326.0876554634,20481.5459505641,23241.8809384115
10587.2520856637,14357.5720702857,29987.7619639154,74322.308273419,10233.1810178519,12310.104899406,24653.5198308428,53574.2605154127,10096.3820279786,11356.3820279786,20730.5165133126,23438.1824536016
10134.6276272586,13620.6511473243,29272.1564825566,87012.221694769,9831.01240356945,11786.9657223752,23847.4504961345,57288.129347608,9708.11290863283,10878.1129086328,19753.5670196514,22436.1244456504
10549.5262556434,14289.0867889116,32211.5454429499,108054.872631831,10220.2247404533,12319.6683912671,25469.3205538194,68015.4665761688,10068.739459079,11238.739459079,20097.1153596109,22899.7388027877
10577.4703397332,14197.8420561833,29068.0551109415,68826.8381439447,10236.9678144163,12365.5952314142,24358.7805820245,53481.6402410886,10087.9972516678,11257.9972516677,20378.7436431606,23164.5012127345
10229.3231534756,13856.7882323142,29039.7149237837,68366.7132522626,9906.90893991323,12061.1860684857,23798.8007845599,48240.7630407268,9768.7668042895,11028.7668042894,20501.0808717254,23136.785483982
10469.2937162241,14210.9101654024,30335.3587181727,83522.1762390611,10145.6074247231,12234.7251737291,25110.5236559875,58554.3437765318,10018.2226484122,11368.2226484121,20937.0951570752,23656.7236508861
10157.539315504,13742.1953032017,28042.2305089617,70753.4631099669,9778.45605438335,11756.6103833159,23303.9782746211,55620.1230714849,9638.48549163487,10808.4854916348,19186.6746673898,21242.3162210612
9995.18606848575,13560.2440764369,28102.5635534443,75914.0215511925,9651.02668891933,11616.6591565511,23116.2108140403,56186.5637637049,9529.95562110746,10699.9556211074,19322.7751724531,22030.0605205135
10162.0611768047,13793.5800795125,30752.4538136648,105398.331075608,9820.21550573728,11927.9190411809,25646.718389991,81062.6205461657,9684.48758367592,10854.4875836759,19310.978274621,22057.1711268446
9758.59313937318,13113.3841200196,27560.9685322905,75371.9412486626,9437.77690555727,11303.5149288863,22521.0981156679,51090.9657839568,9341.94847843252,10601.9484784325,20125.4959518395,31838.153882901
9867.99515962673,13620.2541777046,30679.6375798488,105461.722994594,9535.06622743861,11588.0763287063,24092.9761825799,70633.9565492432,9388.06622743861,10468.0662274386,18762.3517241748,21453.7375772985
10309.7424176718,13752.8176695657,29956.9836841923,96389.8297757821,9970.74241767186,11816.6225766247,24206.1183182037,62237.8694629777,9857.07337011355,11027.0733701135,20136.6065581706,22834.155974943
10268.6764004939,14085.8054762569,29614.9647071458,77477.9861967532,9929.36269199489,12124.7403256307,23896.9580720853,57011.6613101733,9777.14948855929,10947.1494885592,19576.6969619663,22286.9701167179
10481.8256787925,14335.1263274308,30687.7098731501,83529.8036560611,10098.7424176719,12307.6419126084,25282.112401018,63235.3711217429,9945.84292273525,11205.8429227352,20650.7297167482,23329.6261044155
10257.3160108007,14110.9598051894,31208.114851996,93143.8482452091,9918.48758367592,12166.161681868,25657.5022279624,68207.9569081769,9758.83072942643,11018.8307294263,20472.9021561752,23230.5134060433
10892.1709165841,14620.7781310464,32267.2183156526,107383.388217007,10496.3891706536,12474.9505704735,25828.6859941467,68053.7193181258,10374.9749570912,11634.9749570911,20953.369327055,23554.1408230413
10665.8429227352,14446.0136290586,30215.7199744177,78343.3457198957,10262.1616818681,12323.8185361175,24922.2717805843,58164.8614537493,10132.2621869315,11392.2621869314,20751.6687502041,23345.1265376914
10551.8084348498,14417.2024458765,31116.0286322826,88454.5071915012,10197.0855634224,12362.5119702935,25306.2129060813,63206.7680913615,10054.7718549234,11404.7718549233,21713.228057983,33389.7438534207
10607.3647840359,14670.8958800525,31012.398256692,79467.4453584073,10245.4774824081,12500.5241636023,25114.1977541797,58481.6747289735,10082.6490552834,11342.6490552833,20504.8180285028,23247.0108807264
10627.0165876515,14694.0451583512,30992.1404641032,75282.0231356176,10257.1637739092,12612.9383771647,25985.9227176482,59698.7621741752,10102.5779874715,11542.5779874715,21643.0901064415,24603.6201872299
10852.2398923549,14743.3883041017,30886.4012152851,75594.1846072282,10465.5952314142,12639.10995004,25399.5976823923,50519.0758826761,10345.6957364776,11785.6957364776,22208.2322420652,25265.3653532339
10214.7626202074,13702.5901807803,27020.1127599556,67941.7621741764,9899.53217282909,11820.3677426287,22508.1447968626,53434.1004179697,9755.53217282909,10835.5321728291,18308.5712037339,19554.7788489214
10482.3504986861,14561.5090117006,31987.120261568,88477.7729933189,10110.5271221952,12341.5565594467,24671.1207691824,52698.8522190349,9963.55655944674,11313.5565594467,20579.3407563555,22858.4898859775
10381.3210614345,13893.4450865637,27129.8995565197,65352.3310756071,10050.480441001,11917.911898506,22123.2869324862,45469.3758134385,9923.40937318911,11003.4093731891,18720.4513626866,20996.1820946642
10452.8450147763,14170.7192565434,29251.3646353583,81007.3697475746,10090.8500654102,12154.8845532955,23473.6981874554,55928.4977465247,9936.26427897256,11016.2642789725,19021.3895295906,21313.9659326357
10490.7840482322,14155.9841918071,29632.3209127571,78154.0543059733,10152.0561261708,12219.8652173118,24720.2940751609,58352.0624638761,10029.8134854837,11289.8134854837,20642.3041764288,23550.0230740352
