Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
16706.1909704428,23097.7434944842,53302.3110217499,215391.713821463,16058.7595129377,19049.041692144,37735.4675914001,112754.430206503,15838.1493398825,17593.1493398824,30679.8898141893,47318.8475273372,15838.1493398825,17593.1493398824,28757.2946443592,42976.2117421751,15768.1493398825,16893.1493398824,22969.1517908608,36469.1517908596
16435.8528753262,21638.4125420424,42345.9548161385,96949.2167057148,15854.5391668272,18724.916800463,35381.0079221327,74777.1534368683,15688.9411870807,17488.9411870807,30312.4524394987,33533.9198206396,15688.9411870807,17488.9411870807,28026.8867069201,28754.2890861113,15608.9411870807,16688.9411870807,21795.2564800064,21795.2564800064
16593.7136982953,22508.2216331835,48741.7235022087,161533.239866844,15979.2578541726,19415.1909704428,39300.5613127264,119033.897377384,15734.4588642993,17688.0984746061,32187.718600252,58097.374439273,15734.4588642993,17688.0984746061,30230.4876452596,53735.6848302417,15664.4588642993,16988.0984746061,24587.1976055035,47362.9924112944
17174.1606666395,23120.6816613882,47678.8900244493,146770.594339345,16540.8541008154,19779.9525138377,38701.3674452739,109238.44780938,16287.7414024432,17997.7414024432,30045.2211255687,33243.6548853759,16287.7414024432,17997.7414024432,28159.8766056523,28885.2789848436,16217.7414024432,17297.7414024432,22404.6454403993,22404.6454403993
16682.435703171,22524.307852897,48113.7740085473,164881.914831586,16036.6732932242,18962.4285604959,36950.0302167095,102657.689224582,15805.3890219767,17425.3890219767,28981.5693219532,32020.3349007538,15805.3890219767,17425.3890219767,26934.071339656,27659.4737188472,15735.3890219767,16725.3890219767,21471.4991206935,21471.4991206935
16940.180869175,22896.7060480058,46966.6330984126,145811.490516756,16231.2397436781,19400.298618181,39421.4149930201,123150.630350077,15983.2691809296,17603.2691809295,29238.5033047752,32274.1978157639,15983.2691809296,17603.2691809295,27186.7626817909,27914.1650609821,15913.2691809296,16903.2691809296,21703.2199000799,21703.2199000799
16749.3108114899,23018.9760339035,51165.4758108877,190945.234816209,16100.2691809296,19297.2103064265,38765.8455839736,118438.335977561,15871.9554724306,17645.5950827373,30804.3683118265,47704.672995869,15871.9554724306,17645.5950827373,28798.3059711165,43312.3315832221,15801.9554724306,16945.5950827374,23209.1652096591,36997.7884425735
16829.2052557926,23000.99832848,47611.1561852026,142456.187268462,16187.2002051588,19518.5189642916,39441.5919754668,118811.808199077,15938.6438559727,17648.6438559726,29378.4780516058,32561.4934137684,15938.6438559727,17648.6438559726,27486.8278324171,28211.4017844836,15868.6438559727,16948.6438559727,22032.8758877776,22032.8758877776
15575.5299321112,21943.7565543447,45226.800487206,134970.337054375,14890.8608845529,17961.973582925,36317.4717754822,106503.018951532,14667.0618946797,16377.0618946796,27810.3649942962,31162.2159262584,14667.0618946797,16377.0618946796,26501.0079221333,27305.4035175871,14607.0618946797,15777.0618946796,21361.5538111144,21361.5538111144
17198.1098013632,22921.7506371591,44267.4695347647,112634.572044778,16554.6489066066,19324.3280554326,35696.3834637279,75302.5218357903,16373.6072760462,18173.6072760461,30801.5449353355,34265.5594309463,16373.6072760462,18173.6072760461,28752.7761005889,29481.0069069049,16293.6072760462,17373.6072760462,22438.7123241291,22438.7123241291
16791.8326727906,22055.6156442103,40998.9253788875,105535.675657109,16208.7737982876,18815.5900321035,33198.0129727671,78569.7242200823,16006.6022254123,17446.6022254123,27182.4982541416,28833.3446430841,16006.6022254123,17446.6022254123,25282.0499116313,25495.4926958935,15946.6022254123,16846.6022254123,21098.3031612006,21098.3031612006
17268.8112447658,23382.3334650039,51268.4307141209,176531.172624179,16609.0711293956,19959.1320959397,39895.7025817985,118392.478979742,16346.5736547126,18056.5736547125,29570.9061915806,32287.7407461519,16346.5736547126,18056.5736547125,27687.300561545,28412.7029407362,16286.5736547126,17456.5736547125,23003.8279810941,23003.8279810941
16945.6783438581,22304.7607384268,41648.2197514026,103488.171398689,16302.2935675472,18852.8772619437,32296.5865658958,61090.8503372534,16127.0509268601,17657.05092686,28087.5672299122,30782.297095338,16127.0509268601,17657.05092686,26256.2143418315,26987.6167210227,16067.0509268601,17057.0509268601,21819.8128291925,21819.8128291925
16787.5189642916,22560.3658608483,44849.9367056442,129304.741166672,16117.2641302957,18931.8894552526,33702.3968825258,71686.6505526139,15902.9920523571,17522.992052357,28457.4851942807,31264.7419716412,15902.9920523571,17522.992052357,26680.3219895698,27421.1843969659,15842.9920523571,16922.9920523571,21966.1256711397,21966.1256711397
16916.2986181811,22551.4520805618,43298.45142427,102080.297874795,16306.1392386147,19293.4752416902,35372.6130445544,79095.1492527868,16090.4701910564,17800.4701910563,29732.8098705993,33162.8903833881,16090.4701910564,17800.4701910563,28045.0793488827,28835.1662864714,16019.2986181811,17099.2986181811,22197.8565517939,22197.8565517939
