Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
16523.2355595959,22307.9260351789,49843.1889399843,156058.989575866,16040.1401051665,19498.5706961197,37312.5810076474,82938.0348213153,15753.4121831051,17725.2528035385,28930.7854839817,34336.7036586111,15691.2111729783,17221.2111729782,26306.7236508859,29009.5926933427,15641.2111729783,16721.2111729782,22630.785483982,22630.785483982
17668.7401769539,23633.8338982798,47793.4434150438,137748.23553409,17254.7452275878,20277.2944340989,38414.9722087591,94724.9726292827,16943.8823125777,18359.2010717104,29045.9338957286,35773.7259531872,16874.3970312034,18044.3970312034,24707.4909627899,24732.8403846636,16764.3970312034,16944.3970312034,17512.3637688073,17512.3637688073
19225.2409691673,25524.3010691594,52662.72248698,150619.556149491,18532.6307961121,22036.8065530693,45538.4190284256,129011.073195927,18330.3170876131,20717.946596652,40564.742479255,85547.4304167647,18295.3170876131,20475.5201897808,36775.6048866511,72045.8846764613,18210.9739418626,19680.5323830897,28484.4232125086,61042.2470966116
17801.0324574281,25880.4095834496,62695.4411743248,255858.098090153,17170.1552570681,21850.869252717,47272.007773456,171816.775803232,16859.7166568881,20123.9004230721,38626.4388720236,92682.4075529897,16808.5450840128,19662.1846943195,36510.0279759917,88088.2641918767,16748.5450840128,19062.1846943196,31812.3110217502,81742.407342729
18041.3583592359,24765.2401026155,57274.135264793,230687.653783059,17198.6476811173,20008.5168722505,37079.711098639,68556.718005543,16979.7948673749,18648.5227894361,32890.084548193,39312.6636124773,16959.7948673749,18579.7948673748,30694.8905320648,31770.1889399854,16829.7948673749,17279.7948673748,19754.2165825496,19754.2165825496
17683.0294988353,21998.7661479983,30878.799620655,52508.9835971001,17249.8629765939,19642.9218510969,25042.4301449228,27623.7701834035,16947.5492680949,17719.1300038986,21713.033175303,22201.8253814388,16927.5492680949,17647.5492680949,20140.4587156225,20140.4587156225,16884.6203359068,17244.6203359067,18197.8675196135,18197.8675196135
16739.5400333789,20324.1766850928,31054.9427715073,76684.3970927895,16176.7999180087,17487.0009281354,22784.8915472932,26897.7058993291,16106.8415485691,17163.8364979351,22048.5454429499,24018.9898116391,16096.8415485691,17086.841548569,20708.7405358912,21521.1622510662,16066.8415485691,16786.841548569,18645.2144905086,18645.2144905086
16170.1228612238,20579.7636970198,39614.5263172271,81463.9749315851,15757.9390950397,18682.6253865407,34454.1866376836,74123.76360993,15578.5837559804,17378.5837559803,27508.0134803811,30323.7545238875,15538.5837559804,16978.5837559803,24445.5040226505,24889.9631843037,15455.6548237922,16175.6548237922,17606.4541726029,17606.4541726029
17023.0033791141,21696.4045328157,42029.8468094632,130425.549898876,16412.5942161856,18107.1728599482,28182.7518626478,33970.3150571557,16338.1505653717,17508.1505653716,25951.2026561367,27734.726460802,16330.8368568727,17500.8368568726,22718.8476760152,22850.4195360406,16238.4937111222,16598.4937111222,17310.6614588529,17310.6614588529
17726.1766850929,23358.611460128,39574.6867736053,69351.6868351876,17222.4243764139,19883.3726445857,29894.9969543137,36068.5172927718,16912.9046071543,18116.6102346389,25208.8494091187,28574.370255191,16850.9634816573,17750.9634816572,23288.1268966288,24760.9821613499,16800.9634816573,17250.9634816573,19714.3944315481,19714.3944315481
17128.7612460412,24725.4559057061,57823.8607974582,213953.92774276,16490.4597308511,20848.034549469,37053.9699680407,74912.3633227746,16027.6901782294,16837.6901782293,24085.8192539921,27710.5515703965,16022.7196154809,16832.7196154808,22238.0554698796,23955.5696808911,15962.7196154809,16232.7196154809,18026.992052357,18026.992052357
15544.6333957674,19273.1451558003,43887.5252404146,128173.836682691,15255.7511447735,17385.1796436857,35374.8305807488,57656.6119422328,15130.7683887162,16966.3958057141,33868.7502782208,48174.6442764932,15119.596815841,16877.5085040863,32006.5100885127,39274.9320139479,14944.5795718983,15124.5795718982,16234.8781284956,16234.8781284956
18446.3776952197,24660.8318062387,55567.4564749042,207167.253136966,17991.2233662871,21173.48952704,38164.1307217737,84083.8392207633,17716.7380849129,19448.5665120375,31216.8948648235,35538.6245815726,17706.7380849129,19419.1522984751,28607.4367799834,29569.4160698335,17596.7380849129,18319.1522984752,20598.4857018954,20598.4857018954
16689.5766133054,22561.2165825496,48384.8842559417,150572.860710372,15963.162399743,17976.8924138454,35473.3503500084,66926.1348187618,15831.7481861807,17451.7481861806,32409.8969568644,36845.6808564201,15821.7481861807,17351.7481861806,26994.2551058402,28265.9715524678,15680.9197590559,15950.9197590559,17772.869252717,17772.869252717
17274.0551109422,22865.5311576002,49705.8584951566,168284.891942299,16780.50381239,19276.6724266723,32008.6623254039,51820.845496881,16513.9474632039,17773.9474632038,29304.8877221482,39671.346078834,16513.9474632039,17773.9474632038,27833.7905346153,33477.5000488292,16471.0185310157,17371.0185310157,22832.719466804,22832.719466804
