Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
10677.67134986,14776.4959518401,31102.3271888813,121011.332449782,10412.9972516678,13174.9223587113,25878.205255793,88057.8123215831,10223.298766858,12203.298766858,24018.30749396,79825.2401026208,88887.3852944988,116741.296413548,246519.315042234,321412.592304546,87918.5984979343,109601.735582926,167704.279985144,226496.389365991
10283.2550442566,13487.3050429811,25955.2010717106,63919.2675094124,9845.71593901317,11248.5830381054,19938.7406845682,34047.8382926233,9743.61543394979,10733.6154339498,18603.6927778847,24642.5642713198,97521.3551393731,115122.276928887,234965.132527045,285121.857809005,97343.7815462443,113543.781546245,195187.744259017,195187.744259017
12757.0371491245,15704.839456528,27342.6867120216,46934.1840996123,12390.8899628669,13978.953021452,24685.1564825567,37991.5648405183,12294.1031663025,13437.7427766092,23474.7818075138,31310.1962313367,77278.4141625508,88804.1530524321,161537.602841265,168272.78371044,76112.1715218637,77372.1715218637,82273.5687017446,82273.5687017446
13178.8870042741,17563.466873526,44584.1341879803,191399.031714048,12573.0880144009,14127.2890245276,27326.167450376,41015.610147546,12541.3722856484,14080.1174516523,26540.3714190957,33886.3545956749,104400.467601976,125368.677277621,253326.981018598,263623.049348644,102698.467601976,110168.467601976,145412.265402438,145412.265402438
11875.7213485845,16295.0556185564,34900.3404590018,75318.8907423273,11487.378202834,14039.4076400854,27313.1753109264,34802.9779772684,11377.4370773371,13243.2898910793,23355.7110986396,24674.8161467227,112879.745868946,134000.269104414,247448.179911175,250765.485374677,112204.515421568,131284.515421569,220587.074022047,220587.074022047
11632.9517959628,15410.9214921595,33488.1181695274,129956.16246133,11228.0817382777,12844.6502807726,22786.3756031785,45747.232811264,11120.2238739015,12263.8634842082,20304.1228612237,26754.0319498133,108085.546232985,121514.185843292,187849.352252937,197176.881256914,106820.185843291,109107.465063905,118106.09983384,127398.209214682
11677.1242353899,16652.1578567236,48996.5748802033,243094.827237727,11110.3424894593,12841.0409742691,24931.7255326663,45105.1135394151,11049.8277708336,12457.7028791525,23204.4248840278,38151.6123882641,139753.047743076,165100.947238014,344603.747638139,409782.317760693,139322.035549767,160927.768522463,286412.217060303,287795.133055799
11058.4358518478,16450.1893860159,33935.4540239254,95896.3188822957,10707.175967218,13992.3029509399,28223.2665812736,71763.6074863039,10476.8500654102,12639.7373670378,22430.2947930361,33125.5306499851,124768.442410392,149577.235124144,264079.407635729,290467.768989637,124257.270837517,144608.189668439,213590.010963461,227730.542567093
13435.70323809,18861.3907550801,47713.2185259137,157635.182935713,13159.2890245276,16721.6636995705,35611.6989053307,88933.9397258262,12865.2352006585,14656.8626176563,28095.0315908759,48645.3680144738,91176.552683292,103056.824761231,175516.08169784,179684.558523958,90443.9790901632,95933.9790901635,116159.467094363,116159.467094363
11874.0043943427,15135.1456634146,28156.3667273998,62503.3751571454,11575.7789975983,13783.8694013938,25795.7065556198,59415.655751925,11430.4774824081,12800.416515864,22456.4147827601,39771.2803590083,78423.9931652513,94760.3796746662,209688.832991291,215065.649620122,77196.3779415621,82866.3779415624,106206.595093313,106206.595093313
13182.569111693,17813.2616793172,37094.0439944464,110160.635400725,12872.1010742615,15595.5245225398,25184.3750955641,43269.7680913611,12688.0421997584,13964.0026612391,21402.0282733456,37289.8119626393,120575.089906758,143345.504120321,252597.859716291,257505.468935703,119707.16097457,134737.16097457,194441.431627331,194441.431627331
12772.684768658,16537.5114626791,35408.068888677,94819.0351802493,12471.6898192919,14617.7873657624,26635.7464530765,39575.2603667344,12360.2756057296,14056.2827484044,25428.3982566921,34577.1793463315,94299.8154394222,119375.068478733,241980.098582852,266300.735070947,93420.0235922239,112455.023592225,172281.342300346,176781.342300346
10894.996385116,13406.743643161,22664.1728599479,34405.8508448684,10667.1973952428,12118.3172362898,19150.1561236194,29637.5919754673,10577.7831816804,11392.3100936149,16980.9904679301,20942.6635508938,101439.863346106,114176.098844118,193544.957524034,194159.422813135,100197.017675039,101997.017675039,108722.837795584,108722.837795584
11072.7495603468,14196.1751006661,27559.868386165,81708.2950032965,10709.4186079051,12231.8593001261,18735.8213460334,22605.4212691443,10648.2470350298,11619.3252455166,16007.0421997582,18172.7069145578,88449.910980944,100509.910980944,190119.034360355,191858.351955584,87446.4378928785,90596.4378928787,101027.966091887,101027.966091887
10991.8471068173,15250.1721420734,39367.4183105518,156986.393267647,10768.9476118807,13781.1557646825,34294.0373593852,132820.108278521,10662.805476257,12904.2095885515,28201.3776952191,106083.880938409,82651.1297426273,95880.4249816948,165736.573193753,166103.262146493,81842.017044255,87962.0170442554,107645.214860021,107645.214860021
12206.2310165764,15103.3621843805,24210.2287758579,30302.4693860883,11736.7751724537,13363.7701218197,21051.7023715377,26180.1516421841,11628.130511513,12528.1305115129,18824.4130496564,20877.7560467305,101967.737526289,111147.737526289,157159.953785981,158118.48264128,101075.394380539,102245.394380539,106967.123379413,106967.123379413
11440.9505704735,16388.0930650347,40967.7934932091,226708.964558475,11011.2987668579,13762.6103833158,32566.1573491092,172951.299843673,10919.1982617945,13047.4774824081,24814.1043917919,110471.980725602,118435.80231798,131172.866243117,193204.417885669,193653.622213326,117225.80231798,119115.80231798,123587.215516314,123587.215516314
12069.6520138762,17342.5872221874,45100.0166492346,210355.263832941,11703.1717831358,15070.0144956104,38492.8645610201,185069.182812538,11582.8164440765,14385.97286505,35085.6442149097,171286.413767531,123910.059664539,148164.066807215,275849.928543388,604787.270227915,123066.354037054,140260.250573399,219250.603051532,544442.46438215
12669.1031663025,17237.5652865483,32411.1033765635,116170.571265322,12093.4757493046,14242.0535265154,22281.4053993674,51232.0293501579,11888.4757493046,12885.0787796848,16589.0782720704,17036.9932778463,94622.5160417819,108758.501756432,177461.28211326,177659.518836762,93462.5160417818,97242.5160417821,108290.209029929,108290.209029929
11891.4308012139,15562.2137726337,32072.0122548928,76856.4328677492,11545.5191129685,13338.666299226,25829.4097321264,40856.578259316,11418.3059095329,12678.3059095328,24092.5527343017,33281.4059685656,108455.794011398,131145.12496384,280547.453758293,283589.756201619,106032.529076135,107562.529076135,114979.706268843,114979.706268843
13768.0930650347,17294.4719241598,31816.617228637,67856.8970184498,13411.8432816727,15968.4046814925,26678.2758159898,38944.9135445156,13286.0442917995,15153.6077836604,22127.516364636,22940.1706192303,128697.185484355,144882.654388339,217151.566779523,217245.318221651,127126.01391148,129376.558067357,135343.378336579,135343.378336579
10446.5839046572,13687.9211332219,24617.5698295679,67176.325814716,10206.1402538433,12018.3046840435,17266.0770465811,18916.0521523493,10044.2701961582,10880.1625484198,12912.0216382853,13497.7499192842,102442.034770305,113152.034770305,163234.507956034,163234.507956034,101368.520051679,102448.520051679,105960.260884924,105960.260884924
12983.7162979506,16926.841548569,29929.5874324477,70102.0672171548,12589.4686066296,14413.820987096,25467.7288501964,55350.382807435,12414.6035995784,13494.6035995783,22137.6515062615,25475.133172752,85455.315898206,107588.625422624,286011.693465897,290727.90900771,83170.563589527,85060.5635895271,91970.5687017455,91970.5687017455
12007.1343366576,17664.3975388177,43604.3906064029,211703.869016944,11360.9749570912,13062.739459079,22358.7217075218,45536.5408128387,11165.9455198397,12217.055259619,19235.7838995552,34686.2704064176,93737.9353675618,106337.935367562,167857.047840736,186196.955703837,92451.4917167479,93531.4917167479,97238.0937319001,97238.0937319001
12916.8866453366,16823.7162979505,32247.9246610132,95413.8957929605,12733.2592283386,15577.7049711935,28558.6203359069,90888.8661454481,12464.2592283386,13301.6948699258,18750.1082169363,19992.4461633761,87626.9210206275,102476.921020628,175988.904900145,176771.158359975,86044.2936036295,86854.2936036295,90290.812357661,90290.812357661
12006.9497039217,16862.8626176562,38527.0911832537,94682.9432536137,11697.5476836682,14867.7802230874,33643.4937111216,78729.1398693976,11448.0918395455,12980.3933547355,27057.8861377214,33852.4467325741,83317.302479408,100158.013157528,215373.436739549,225132.622720943,82224.0375441442,89874.0375441447,131201.41874165,131201.41874165
13320.8748109653,18858.0190386299,49692.0312935223,164677.327583893,13028.3113191042,17023.7103807648,38495.2686733145,105918.280271913,12681.0514344744,14513.4605974028,28009.8032355384,38263.8327343738,90257.9122064332,111986.735582925,271509.391417582,284781.781813725,87873.0909219833,88953.5051355457,94776.9641485225,94776.9641485225
12479.8504243476,18055.0253147529,53387.7236508847,272060.258843888,11900.9803666625,13918.0636277831,28127.6610999145,46145.456326229,11824.6666581636,13264.6666581635,24510.1665838248,29056.7799257337,127943.724712767,148905.493906452,236011.220316244,239595.070950853,127559.121682387,146639.121682388,214081.951581344,214081.951581344
12925.8310883639,18662.1704089697,52912.6147776582,168982.400656654,12463.4635559957,15945.2646379099,43419.6934957593,99887.2803950844,12359.7061966828,15331.7772644946,41093.6607409773,85269.8985157823,111554.433262768,139869.052311604,373588.49800346,551691.886734287,110680.83109894,132640.831098941,291275.577649693,316134.396098718
13080.0800051742,16193.1552570681,25504.452439499,51576.0393027492,12754.1388796772,14554.6241610514,21135.5727881605,33047.7055403929,12646.2688219921,13861.268821992,19165.5240149252,25183.19464691,112661.516672566,134810.651306578,242528.317231931,247316.35023305,111490.34509969,124090.345099691,149847.711381064,149847.711381064
11908.3160108007,17688.8979720936,35375.2147007695,140003.441323007,11372.1738751769,13196.432893255,17364.6393129532,36192.8398154659,11089.3038174918,11314.3038174918,13564.3038174918,18123.5295731732,77760.4840664576,84150.4840664576,108121.315575346,117121.315575346,77147.0698528952,78047.0698528952,81499.7492119823,81499.7492119823
13966.1864274232,18946.3054019182,45009.9708345916,147274.215628899,13463.0026612391,16474.2036713657,38861.3956570364,112536.09052696,13418.073729051,16049.6178849281,34911.1833201529,79077.8168645968,141926.011434994,169746.900469727,319863.860742091,410621.574650658,141254.763743673,163982.961795208,260824.834314446,347754.500552099
11145.8235867515,15008.4085066372,33568.920117993,144698.491470402,10554.2479015816,12188.9930675855,20576.7237995626,41449.0504192439,10510.1473965182,11940.5637021215,19888.8748109649,39839.6236534352,109410.784838267,134872.457500711,257305.235878103,301716.907894823,108675.135126692,129735.135126693,194343.517190753,230343.517190755
13094.7802230875,16867.5043200042,33370.0878657236,60396.6506141995,12728.3172362899,14581.239025803,27652.931593427,38541.3317934841,12557.3883041018,13907.3883041017,26571.6090091494,30583.3411768768,144583.73932098,168825.603102543,295465.505105676,298966.273555976,142162.449999099,145042.449999099,158596.829278747,158596.829278747
11429.0165876515,16741.9476118808,42018.7996206554,135784.544130373,11123.2764722814,14884.3769773448,35049.2105166874,109804.408419548,10993.2054044695,13821.1507140487,25693.8473170782,81177.3745879531,143247.418023776,169922.322210411,261229.244826032,349803.278508958,142220.430217085,160917.267878927,207284.341136443,293919.529235394
12471.4471786048,16956.0719959472,36278.2993360553,70599.7599950426,12055.4421279709,14394.3996308587,29606.7898167401,48371.2506244036,11873.684768658,13313.6847686579,25820.0249558149,28520.2222023814,118199.732747501,140694.953093612,252786.11470953,253175.195370995,115739.999774806,116819.999774806,120933.814485779,120933.814485779
10684.3017254508,14819.493859799,27211.6955878005,57771.9172209821,10246.1352032094,12012.5292142362,22535.9173080771,51602.6693194005,10100.1057659579,11090.1057659578,18849.7335418929,22216.7863505338,116611.866156024,134459.512909007,230789.14206968,251834.78297763,116241.655044629,132441.65504463,182778.110181449,182778.110181449
12134.4929932473,16675.4980438811,43942.3106628127,114052.226806982,11886.8411896317,15088.3294295987,35372.0162902974,58245.0032920206,11683.0960236276,13702.3336136808,27666.8161467224,40219.0560390778,91038.1619282117,108191.929388793,202644.419259836,203610.99688837,89729.4167622076,95489.4167622079,112379.125681716,112379.125681716
10658.2621869315,16451.6502807725,48771.3056121784,161319.791647503,10209.5149288864,13817.9963851159,34074.9575644711,67120.5358853718,9977.05908476366,11930.6986950704,30360.0737290502,43842.0273197006,80332.4979312861,101979.605579025,286537.4258949,298581.275673526,77958.4928806521,79218.4928806522,84811.51538549,84811.51538549
14003.1540315788,19294.8070606834,41425.9805769223,140660.419956558,13719.894146949,17413.9572055339,35005.3649942957,105289.740597471,13386.6098757016,14722.0017946872,24821.7960928637,32566.3892322368,91005.9323218761,97279.0500708823,124721.701490054,129862.62103885,90514.1749625632,92449.1749625633,98448.589386387,102948.589386387
14734.7511447735,20715.7838995552,47072.3255173606,170275.485973739,14349.7927753338,18319.4121831049,34897.0983259288,120122.19276513,14007.9227176487,16032.9227176486,24527.7732906728,31676.4960134234,119820.747986497,144511.272806391,240518.226653951,247036.327071923,119034.89012212,136719.890122121,181290.288835415,185790.288835415
11847.4997769847,16754.6784925348,39342.2737239488,93023.3635946224,11576.4703397332,14812.0266889192,34010.6762518167,85192.2708885251,11315.4409024817,12803.8744520277,25137.9828176403,33989.3247994865,94808.3624307244,108308.362430725,189803.031673608,191054.257131936,93694.1786645402,97384.1786645404,106974.681015673,106974.681015673
13092.1477554557,17801.8789950472,47904.1294962837,160460.50175642,12850.2066299587,16516.5224304987,44771.6464556273,153259.074062476,12656.9517959628,15149.7385925271,36834.6009999223,62597.2135368617,86446.6066558375,100216.606655838,193839.582105608,212646.492271012,84859.7710860377,85759.7710860378,89607.2241818287,89607.2241818287
12434.434985296,15607.6220690102,31897.8821639001,121575.284035474,12087.4055480445,13912.0472503922,25005.41167549,77641.4599411071,12008.8370055495,13060.0401077173,18408.1502064338,32722.3911140164,102260.651306576,112520.651306576,150344.740557036,150373.153904046,101230.651306576,102220.651306576,104915.693296074,104915.693296074
13375.0989822204,18899.254536642,43758.047460652,142934.905089253,12879.6969619669,16147.6523728135,36038.5908986545,115009.022627999,12603.684768658,14077.3437149485,25413.791549844,35906.4841790529,98109.1350035231,111602.191785986,216804.686733171,233157.412030071,96763.4781492735,98473.4781492736,106477.853034578,115477.853034579
11550.6157928873,15698.6717087974,38994.4297859854,192234.822633113,11062.1010742615,12223.3365722736,20100.0829637667,36949.3820895637,10939.385345509,11929.3853455089,19710.3886630392,33997.518815616,126046.916067656,149933.3828796,287679.37843425,319565.200149792,125506.344566568,146656.344566569,261242.27422721,270242.274227211
10383.4287091729,14744.1881605267,42800.6551827287,198430.133593267,10043.8134854837,12358.2815229152,30610.9370029978,103290.828042673,9992.98505835897,12126.6246686656,29407.2456608629,70890.2112345589,98925.0908964754,123244.089670988,291627.530671141,364078.456716892,98224.2199722385,118706.646379111,242381.420992944,288367.86341827
13055.1569901717,16183.8546084296,28087.1197539539,64917.359646309,12762.760020552,14854.0098039139,22910.7194668039,32130.546012149,12664.6300782371,13989.9925599713,20065.0857736828,27283.4784105442,129473.479856871,155088.056049657,237273.359047245,249308.819495974,128820.19053499,150420.190534991,201185.585125787,201185.585125787
10756.9312344898,13723.9749570911,28214.2195411423,44804.4253661333,10560.0906140562,12613.7596616145,24690.3907550801,39570.6934086668,10467.3921292464,11853.1738751768,22610.3121856555,33851.6893732613,113178.812901353,138888.046307325,362180.22491029,486164.160160878,112293.365425394,134613.365425395,294122.105884774,294122.105884774
14591.3541751538,19519.5370747859,39311.0216998683,79337.5115858467,14374.0820972152,18235.7237995628,35458.0730727589,68698.0370620319,14022.0526599637,15642.0526599635,27050.985268619,28883.1608768999,103867.305289326,120208.687973596,228735.84964053,232226.488804807,102726.535736704,108587.918420974,127860.905125346,127860.905125346
9953.04775800663,12970.4215664979,23045.9478221414,49012.2256685886,9662.26601207612,11743.9178156917,19634.8844046188,40837.5470273773,9539.62135113545,10509.9148570989,14098.4055480446,25329.3797872619,88823.6050098272,100610.634447079,191972.623438815,202581.353811855,87599.4628742034,88409.4628742035,89769.3909398399,89769.3909398399
10145.6074247231,11711.2907576311,18931.1498474964,29535.5932009575,9989.59523141424,10987.484625083,18031.849198858,27590.1378644491,9950.52416360237,10819.5464581789,17399.6095167636,19574.7414024431,72494.3019717924,84429.2237613059,157272.168871196,157443.667571369,71357.2725345409,73157.272534541,80803.1764238211,80803.1764238211
13058.512329231,15103.8810870884,26701.2090809371,58365.4094963592,12812.6300782371,13969.1031663024,23369.228057983,34746.7830945874,12774.4168748015,13764.4168748014,23004.296167202,29320.0300680333,132888.913468001,150348.913468002,272188.009081683,288475.322862336,132758.972342504,149138.972342505,233309.998893322,233309.998893322
12165.2970337544,15107.2158646746,29869.0256736899,102361.743704741,11834.1376541879,13508.2381592513,22956.2477529046,49555.0049635419,11747.7528778771,12968.7722138608,19296.0080708103,21770.9032329881,100508.338377536,125432.097259693,263867.593544973,297902.249430638,99739.1323167753,120491.710960539,193666.541874724,193666.541874724
11109.8176695658,16310.7305833004,36959.5592206859,93940.5973595363,10738.9598051895,13842.2583617868,31744.8419075065,82222.4234843556,10551.5872221875,12317.4400359298,25424.2822407894,43042.3950007463,96117.7911398974,117893.130101567,300647.375598824,354116.848759049,93899.5484992102,96194.5484992103,104238.106284147,108738.106284147
12717.1465299664,17395.1225022862,37531.712683066,94136.2823639575,12320.300858899,14859.3496321342,30090.342340782,58104.0870607563,12209.4724317742,14144.0287809603,28729.7422689947,51816.5977439767,112468.484128045,132200.644374164,256608.367825364,294668.515109286,111220.425253541,120186.344084462,151816.764907579,179449.12703038
12608.9101654025,17111.4311601513,35639.5466684388,146217.984104711,12143.9446532879,13403.9223587112,22015.4543212795,49771.5890168769,11955.5720702858,12606.0329650424,18474.194795587,21069.1298552217,106486.268770983,121063.02454587,236731.783772031,259805.386812978,105252.459679842,111372.459679843,139951.394949741,139951.394949741
11713.482533042,15805.4989104327,33310.9086425591,74128.5159186057,11448.5830381054,14541.4429945226,29012.5773311801,59369.9740034472,11309.9383771647,13549.8206281585,23798.9096577881,46797.716867149,139201.530511887,168447.820849,363297.11637049,438125.333840732,138442.538521114,160665.784120396,229916.7676049,252767.214214309
11416.3323881916,17184.3428483968,55591.4768877005,184511.267842835,11116.5161543757,15595.7457352022,48300.1452173841,156524.22268449,10949.0308730014,14437.4543212799,42987.4047430766,132249.615557121,91358.6710014965,115859.36912737,295719.21776761,506775.313478971,90690.1217949852,110928.73110149,235443.116247316,401571.78926872
10660.8458813281,14750.8370055495,29618.8692527173,63766.2471581972,10155.6154339498,11658.2672375653,22871.1010742613,36680.2011332939,10092.473298326,11443.5738033893,20386.7549699176,24778.9460890377,102594.531552622,117624.531552622,239089.909617354,259257.100326522,101301.602620434,104721.602620434,124728.891137349,124728.891137349
11903.5536008538,17923.2911165685,43280.5569799673,168775.21330109,11540.0855634223,15275.7781310463,32739.420910206,97561.2124600463,11271.1860684857,13667.1048994059,29033.4369286594,79497.3984669489,100707.755549691,121847.16262058,204671.501951759,262414.93158907,100044.424597249,116064.42459725,160372.135460125,169372.135460126
12522.3142776971,17969.8281297708,48300.0507781822,145874.202246177,12125.2726471367,15131.2970337542,38254.3629022549,76148.2991618689,12008.9883758893,14751.6574234474,34935.8704782057,55730.1593540559,71741.7679171832,84175.7565904268,180657.461536117,222391.249742932,70846.2948291177,75107.0459123077,95372.7847150976,95372.7847150976
13787.4311601514,20301.5135547202,61929.9384387483,345404.21623418,13255.5245225398,17277.3743776893,50640.2338264924,263162.530265542,13107.4067735337,16406.0362825727,46765.7170158253,128207.578469576,110340.164799713,134298.071078389,262865.504413308,267994.26542358,108818.022664089,121238.436877653,149194.791509405,149194.791509405
12474.9883758893,15422.5762543678,25133.3465248645,40734.5576978431,12146.4980438812,13667.6473221797,22119.1157185485,36728.4136188551,12031.3559082574,12939.5813050018,20312.0059787691,22438.2249507138,103749.576264943,121659.576264944,238586.352647953,243657.417203873,102455.559021,108935.559021001,129878.20126704,129878.20126704
11992.6002820481,16123.1427048217,31123.3968825262,60042.3898014353,11617.0906140562,13908.1982617945,22964.4362107851,32551.8530855874,11393.5758954305,12402.9606717412,20221.5691116926,26081.9040995405,87828.0135780482,100068.013578048,157686.786371679,157686.786371679,86582.7415001095,87662.7415001095,91275.5255483422,91275.5255483422
11713.5388078897,14602.0383746137,28532.441112742,63631.725445574,11341.207855448,13033.3478990306,23741.4104500011,30654.3908166641,11327.9235842006,12977.9336854682,23062.7788489209,27124.3812230105,88107.232549993,109113.011486009,216180.239939015,234069.736855066,87607.5239639153,106327.796041855,180730.16576393,180730.16576393
12807.0178131408,17950.6636995707,40742.1061864788,103597.131860169,12448.5203384577,15855.4706986706,28990.5336085788,45058.149760405,12194.4787078974,14101.4492706458,24428.1392386142,27746.0187412762,116724.152221959,143685.145017702,269176.303095263,279210.780377976,115586.117734073,136916.117734075,195797.407004943,195797.407004943
12973.7772644947,17246.4231509246,34479.8341085399,72146.4405180334,12604.5468171164,15765.5976823926,28097.2951519734,50579.5904526246,12426.6056916195,14272.0056198319,22404.9281272197,28230.6179465121,116125.947894302,140168.528568523,225585.351991661,231218.978455016,115461.344863921,134721.344863922,182022.366897225,182032.569132841
13347.8626176565,16636.1704089696,32222.8044610274,92543.4411743231,13050.4484040941,14778.9702653947,23872.8436406097,33180.0553212024,12933.7326753415,13918.2839738937,21005.6203359065,22875.7084989845,126800.633765282,135170.633765282,191385.886938328,197382.047963906,125980.633765282,126970.633765282,133209.504540843,133209.504540843
